1,worms_phylum,worms_class,worms_order,worms_family,worms_valid_name,erroneous record,worms_id,checklist_crust,checklist_molluscs,idigbio,obis,bold
15971,echinodermata,echinoidea,camarodonta,strongylocentrotidae,Strongylocentrotus fragilis,,569742,0,0,0,1,1
15216,echinodermata,echinoidea,camarodonta,strongylocentrotidae,Strongylocentrotus pallidus,,124324,0,0,1,0,1
15217,echinodermata,echinoidea,camarodonta,strongylocentrotidae,Strongylocentrotus purpuratus,,240747,0,0,1,1,1
15218,echinodermata,echinoidea,camarodonta,toxopneustidae,Lytechinus euerces,,422488,0,0,1,1,1
15220,echinodermata,echinoidea,camarodonta,toxopneustidae,Lytechinus pictus,,513378,0,0,1,1,1
15222,echinodermata,echinoidea,camarodonta,toxopneustidae,Lytechinus variegatus,,569826,0,0,1,0,1
15223,echinodermata,echinoidea,camarodonta,toxopneustidae,Lytechinus variegatus carolinus,,422800,0,0,1,1,1
15972,echinodermata,echinoidea,camarodonta,toxopneustidae,Lytechinus variegatus variegatus,,422799,0,0,0,1,1
15224,echinodermata,echinoidea,camarodonta,toxopneustidae,Lytechinus williamsi,,422489,0,0,1,1,1
15226,echinodermata,echinoidea,camarodonta,toxopneustidae,Pseudoboletia maculata,,422801,0,0,1,0,0
15973,echinodermata,echinoidea,camarodonta,toxopneustidae,Sphaerechinus granularis,,124427,0,0,0,1,1
15227,echinodermata,echinoidea,camarodonta,toxopneustidae,Tripneustes ventricosus,,422490,0,0,1,1,0
15228,echinodermata,echinoidea,camarodonta,trigonocidaridae,Genocidaris maculata,,124423,0,0,1,1,1
15229,echinodermata,echinoidea,camarodonta,trigonocidaridae,Trigonocidaris albida,,124426,0,0,1,1,0
15288,echinodermata,echinoidea,holasteroida,urechinidae,Cystechinus loveni,,568594,0,0,1,1,0
15289,echinodermata,echinoidea,holasteroida,urechinidae,Urechinus naresianus,,124360,0,0,1,1,0
15540,echinodermata,holothuroidea,molpadida,caudinidae,Caudina arenata,,152559,0,0,1,1,0
15541,echinodermata,holothuroidea,molpadida,caudinidae,Ceraplectana trachyderma,,428605,0,0,1,1,0
15543,echinodermata,holothuroidea,molpadida,caudinidae,Hedingia albicans,,529448,0,0,1,0,0
15544,echinodermata,holothuroidea,molpadida,caudinidae,Hedingia californica,,529504,0,0,1,1,0
15545,echinodermata,holothuroidea,molpadida,caudinidae,Paracaudina chilensis,,225804,0,0,1,1,0
15546,echinodermata,holothuroidea,molpadida,caudinidae,Paracaudina chilensis obesacauda,,225805,0,0,1,1,0
15341,echinodermata,holothuroidea,apodida,chiridotidae,Chiridota albatrossii,,528864,0,0,1,1,0
15342,echinodermata,holothuroidea,apodida,chiridotidae,Chiridota aponocrita,EP,528827,0,0,1,0,0
15343,echinodermata,holothuroidea,apodida,chiridotidae,Chiridota discolor,,152553,0,0,1,1,0
15346,echinodermata,holothuroidea,apodida,chiridotidae,Chiridota ferruginea,,530236,0,0,1,0,0
15347,echinodermata,holothuroidea,apodida,chiridotidae,Chiridota heheva,,242131,0,0,1,1,0
15348,echinodermata,holothuroidea,apodida,chiridotidae,Chiridota laevis,,124434,0,0,1,1,1
15991,echinodermata,holothuroidea,apodida,chiridotidae,Chiridota pacifica,,241797,0,0,0,1,0
15349,echinodermata,holothuroidea,apodida,chiridotidae,Chiridota rotifera,,422538,0,0,1,1,0
15415,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Abyssocucumis abyssorum,,529670,0,0,1,0,1
15416,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Aslia pygmaea,,529439,0,0,1,1,0
16002,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Benthophyllophorus conchilegum,,422522,0,0,0,1,0
15417,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Cucumaria frondosa,,124612,0,0,1,1,1
15418,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Cucumaria miniata,,225807,0,0,1,1,1
15419,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Cucumaria pallida,,528936,0,0,1,1,1
15420,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Cucumaria parassimilis,,528839,0,0,1,1,0
15421,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Cucumaria piperata,,529459,0,0,1,1,1
15422,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Cucumaria pseudocurata,,528844,0,0,1,1,1
16003,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Ocnus planci,NEA,124647,0,0,0,1,0
15424,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Ocnus pygmaeus,,422525,0,0,1,1,0
15426,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Paracolochirus mysticus,,529905,0,0,1,0,0
15427,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Parathyone surinamensis,,529589,0,0,1,1,0
15428,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Pseudocnus californicus,,529627,0,0,1,1,1
15429,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Pseudocnus lubricus,,529633,0,0,1,1,1
15431,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Thyonella gemmata,,158534,0,0,1,1,0
15432,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Thyonella mexicana,,529696,0,0,1,0,0
15433,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Thyonella pervicax,,422527,0,0,1,1,0
15434,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Thyonella sabanillaensis,,422528,0,0,1,1,0
16004,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Thyonidium drummondii,,124694,0,0,0,1,1
15436,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Thyonidium kurilensis,,529701,0,0,1,0,0
15438,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Thyonidium seguroensis,,529705,0,0,1,1,0
16005,echinodermata,holothuroidea,dendrochirotida,cucumariidae,Trachythyone nina,,529711,0,0,0,1,0
15498,echinodermata,holothuroidea,elasipodida,deimatidae,Deima validum validum,,125223,0,0,1,1,0
16009,echinodermata,holothuroidea,elasipodida,deimatidae,Oneirophanta mutabilis mutabilis,,428876,0,0,0,1,0
15500,echinodermata,holothuroidea,elasipodida,elpidiidae,Amperima naresi,,428578,0,0,1,1,0
16010,echinodermata,holothuroidea,elasipodida,elpidiidae,Amperima robusta,,414289,0,0,0,1,0
15501,echinodermata,holothuroidea,elasipodida,elpidiidae,Elpidia minutissima,,241816,0,0,1,1,0
15502,echinodermata,holothuroidea,elasipodida,elpidiidae,Elpidia theeli,,241817,0,0,1,1,0
15503,echinodermata,holothuroidea,elasipodida,elpidiidae,Kolga hyalina,,124731,0,0,1,1,0
15504,echinodermata,holothuroidea,elasipodida,elpidiidae,Peniagone azorica,,124734,0,0,1,1,0
15505,echinodermata,holothuroidea,elasipodida,elpidiidae,Peniagone diaphana,,124735,0,0,1,1,0
15506,echinodermata,holothuroidea,elasipodida,elpidiidae,Peniagone islandica,,124739,0,0,1,1,0
15507,echinodermata,holothuroidea,elasipodida,elpidiidae,Peniagone japonica,,529047,0,0,1,1,0
15508,echinodermata,holothuroidea,elasipodida,elpidiidae,Peniagone papillata,,183341,0,0,1,1,0
15509,echinodermata,holothuroidea,elasipodida,elpidiidae,Peniagone purpurea,,124742,0,0,1,1,0
15510,echinodermata,holothuroidea,elasipodida,elpidiidae,Peniagone vitrea,,174046,0,0,1,1,0
16011,echinodermata,holothuroidea,elasipodida,elpidiidae,Scotoplanes clarki,,428804,0,0,0,1,0
15511,echinodermata,holothuroidea,elasipodida,elpidiidae,Scotoplanes globosa,,148773,0,0,1,1,0
15512,echinodermata,holothuroidea,elasipodida,elpidiidae,Scotoplanes theeli,,530223,0,0,1,0,0
15547,echinodermata,holothuroidea,molpadida,eupyrgidae,Eupyrgus scaber,,124782,0,0,1,1,0
15565,echinodermata,holothuroidea,persiculida,gephyrothuriidae,Gephyrothuria alcocki,,529853,0,0,1,0,0
15376,echinodermata,holothuroidea,aspidochirotida,holothuriidae,Actinopyga agassizii,,241768,0,0,1,1,0
15525,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Cystipus) cubana,,732223,0,0,1,0,0
15526,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Cystipus) occidentalis,,732370,0,0,1,0,0
16013,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Cystipus) pseudofossor,,241827,0,0,0,1,0
15527,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Halodeima) floridana,,210900,0,0,1,1,0
15528,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Halodeima) grisea,,732238,0,0,1,0,0
15529,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Halodeima) mexicana,,732363,0,0,1,0,1
16014,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Holothuria) dakarensis,,124495,0,0,0,1,0
15530,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Platyperona) parvula,,125183,0,0,1,1,0
16015,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Platyperona) rowei,,241850,0,0,0,1,0
15996,echinodermata,holothuroidea,aspidochirotida,holothuriidae,Holothuria (Selenkothuria) glaberrima,,241851,0,0,0,1,0
15531,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Semperothuria) surinamensis,,732399,0,0,1,0,1
15532,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Theelothuria) princeps,,732382,0,0,1,0,0
15997,echinodermata,holothuroidea,aspidochirotida,holothuriidae,Holothuria (Thymiosycia) arenicola,,210814,0,0,0,1,0
15998,echinodermata,holothuroidea,aspidochirotida,holothuriidae,Holothuria (Thymiosycia) impatiens,,125185,0,0,0,1,1
16016,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Thymiosycia) thomasi,,241876,0,0,0,1,0
15999,echinodermata,holothuroidea,aspidochirotida,holothuriidae,Holothuria (Vaneyothuria) lentiginosa,duplicated subspecies,125186,0,0,0,1,0
15537,echinodermata,holothuroidea,holothuriida,holothuriidae,Holothuria (Vaneyothuria) lentiginosa enodis,,732354,0,0,1,0,0
15513,echinodermata,holothuroidea,elasipodida,laetmogonidae,Laetmogone violacea,,124756,0,0,1,1,0
15514,echinodermata,holothuroidea,elasipodida,laetmogonidae,Pannychia moseleyi,,241954,0,0,1,1,1
15383,echinodermata,holothuroidea,aspidochirotida,mesothuriidae,Mesothuria cathedralis,,732620,0,0,1,0,0
15384,echinodermata,holothuroidea,aspidochirotida,mesothuriidae,Mesothuria gargantua,,732432,0,0,1,0,0
15385,echinodermata,holothuroidea,aspidochirotida,mesothuriidae,Mesothuria intestinalis,,816800,0,0,1,1,1
15386,echinodermata,holothuroidea,aspidochirotida,mesothuriidae,Mesothuria maroccana,,732436,0,0,1,1,0
15387,echinodermata,holothuroidea,aspidochirotida,mesothuriidae,Mesothuria verrilli,,816801,0,0,1,0,0
15538,echinodermata,holothuroidea,holothuriida,mesothuriidae,Zygothuria candelabri,,124564,0,0,1,0,0
15539,echinodermata,holothuroidea,holothuriida,mesothuriidae,Zygothuria lactea,,124569,0,0,1,0,0
15389,echinodermata,holothuroidea,aspidochirotida,mesothuriidae,Zygothuria oxysclera,,529717,0,0,1,1,0
15549,echinodermata,holothuroidea,molpadida,molpadiidae,Cherbonniera utriculus,,124792,0,0,1,1,0
15550,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia andamanensis,,241909,0,0,1,0,0
15551,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia antarctica,,174063,0,0,1,1,0
15552,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia arenicola,,529536,0,0,1,0,0
15553,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia barbouri,,148820,0,0,1,1,0
15554,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia blakei,,124797,0,0,1,1,0
16017,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia borealis,,124798,0,0,0,1,0
15555,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia cubana,,148822,0,0,1,1,0
15556,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia granulata,,241912,0,0,1,1,0
15557,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia holothurioides,,528837,0,0,1,0,0
15558,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia intermedia,,529545,0,0,1,1,1
15559,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia musculus,,124801,0,0,1,1,1
15560,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia oolitica,,124802,0,0,1,1,0
15561,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia parva,,148821,0,0,1,1,0
15562,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia spinosa,,529552,0,0,1,1,0
15563,echinodermata,holothuroidea,molpadida,molpadiidae,Molpadia turgida,,158486,0,0,1,0,0
15350,echinodermata,holothuroidea,apodida,myriotrochidae,Acanthotrochus mirabilis,,124440,0,0,1,1,0
15992,echinodermata,holothuroidea,apodida,myriotrochidae,Myriotrochus (Oligotrochus) bathybius,,124441,0,0,0,1,0
15993,echinodermata,holothuroidea,apodida,myriotrochidae,Myriotrochus (Oligotrochus) vitreus,,529394,0,0,0,1,0
15353,echinodermata,holothuroidea,apodida,myriotrochidae,Myriotrochus giganteus,,124445,0,0,1,1,0
15354,echinodermata,holothuroidea,apodida,myriotrochidae,Myriotrochus rinkii,,124446,0,0,1,1,0
15355,echinodermata,holothuroidea,apodida,myriotrochidae,Siniotrochus phoxus,,147439,0,0,1,1,0
16012,echinodermata,holothuroidea,elasipodida,pelagothuriidae,Enypniastes eximia,,124759,0,0,0,1,0
15441,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Allothyone mexicana,,529920,0,0,1,0,0
15442,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Euthyonacta solida,,529909,0,0,1,0,0
15444,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Holothuria briareus,,584814,0,0,1,0,0
15445,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Pentamera calcigera,,124655,0,0,1,1,1
15446,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Pentamera charlottae,,529912,0,0,1,1,0
15447,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Pentamera lissoplaca,,529598,0,0,1,1,1
15448,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Pentamera pediparva,,528978,0,0,1,1,0
15449,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Pentamera populifera,,529599,0,0,1,1,0
15450,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Pentamera pseudocalcigera,,528843,0,0,1,1,0
15451,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Pentamera pseudopopulifera,,528845,0,0,1,1,0
15452,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Pentamera pulcherrima,,149908,0,0,1,1,0
15453,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Pentamera rigida,,528979,0,0,1,1,1
15454,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Pentamera trachyplaca,,529600,0,0,1,0,0
15455,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Stereoderma unisemita,,584815,0,0,1,0,0
15456,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Stolus cognatus,,422531,0,0,1,1,0
15457,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Thyone adinopoda,,225685,0,0,1,1,0
15458,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Thyone benti,,528841,0,0,1,0,0
15459,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Thyone crassidisca,,225683,0,0,1,1,0
16006,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Thyone deichmannae,,225734,0,0,0,1,0
15460,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Thyone fusus,,124670,0,0,1,1,1
15461,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Thyone inermis,,124672,0,0,1,1,0
15462,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Thyone pawsoni,,225686,0,0,1,1,0
15463,echinodermata,holothuroidea,dendrochirotida,phyllophoridae,Thyone pseudofusus,,225684,0,0,1,1,0
15566,echinodermata,holothuroidea,persiculida,pseudostichopodidae,Molpadiodemas depressus,,124583,0,0,1,0,0
15464,echinodermata,holothuroidea,dendrochirotida,psolidae,Lissothuria braziliensis,,529525,0,0,1,0,0
15465,echinodermata,holothuroidea,dendrochirotida,psolidae,Lissothuria nutriens,,529527,0,0,1,1,0
15466,echinodermata,holothuroidea,dendrochirotida,psolidae,Psolidium bidiscum,,528977,0,0,1,1,0
15467,echinodermata,holothuroidea,dendrochirotida,psolidae,Psolidium bullatum,,529042,0,0,1,1,0
15468,echinodermata,holothuroidea,dendrochirotida,psolidae,Psolidium prostratum,,225735,0,0,1,1,0
15470,echinodermata,holothuroidea,dendrochirotida,psolidae,Psolus chitonoides,,247772,0,0,1,1,1
15471,echinodermata,holothuroidea,dendrochirotida,psolidae,Psolus fabricii,,124703,0,0,1,1,1
15472,echinodermata,holothuroidea,dendrochirotida,psolidae,Psolus operculatus,,124709,0,0,1,1,0
16007,echinodermata,holothuroidea,dendrochirotida,psolidae,Psolus pauper,,529003,0,0,0,1,0
15473,echinodermata,holothuroidea,dendrochirotida,psolidae,Psolus pawsoni,,529030,0,0,1,1,0
15474,echinodermata,holothuroidea,dendrochirotida,psolidae,Psolus phantapus,,124710,0,0,1,1,1
15475,echinodermata,holothuroidea,dendrochirotida,psolidae,Psolus pourtalesi,,529179,0,0,1,1,0
15477,echinodermata,holothuroidea,dendrochirotida,psolidae,Psolus squamatus,,124715,0,0,1,0,0
15478,echinodermata,holothuroidea,dendrochirotida,psolidae,Psolus tuberculosus,,422532,0,0,1,1,0
15515,echinodermata,holothuroidea,elasipodida,psychropotidae,Benthodytes incerta,,428597,0,0,1,1,0
15516,echinodermata,holothuroidea,elasipodida,psychropotidae,Benthodytes lingua,,124764,0,0,1,1,0
15517,echinodermata,holothuroidea,elasipodida,psychropotidae,Benthodytes sanguinolenta,,241785,0,0,1,1,1
15518,echinodermata,holothuroidea,elasipodida,psychropotidae,Benthodytes typica,,124765,0,0,1,1,0
15519,echinodermata,holothuroidea,elasipodida,psychropotidae,Paelopatides gigantea,,530504,0,0,1,0,0
15522,echinodermata,holothuroidea,elasipodida,psychropotidae,Psychropotes depressa,,124774,0,0,1,1,0
15523,echinodermata,holothuroidea,elasipodida,psychropotidae,Psychropotes longicauda,,124778,0,0,1,1,0
15524,echinodermata,holothuroidea,elasipodida,psychropotidae,Psychropotes verrucosa,,242034,0,0,1,0,0
15479,echinodermata,holothuroidea,dendrochirotida,sclerodactylidae,Eupentacta pseudoquinquesemita,,528846,0,0,1,0,0
15480,echinodermata,holothuroidea,dendrochirotida,sclerodactylidae,Eupentacta quinquesemita,,529305,0,0,1,1,1
15481,echinodermata,holothuroidea,dendrochirotida,sclerodactylidae,Euthyonidiella arenicola,,851892,0,0,1,1,0
15482,echinodermata,holothuroidea,dendrochirotida,sclerodactylidae,Euthyonidiella destichada,,422533,0,0,1,1,0
15483,echinodermata,holothuroidea,dendrochirotida,sclerodactylidae,Euthyonidiella occidentalis,,851893,0,0,1,1,0
16008,echinodermata,holothuroidea,dendrochirotida,sclerodactylidae,Havelockia pegi,,746129,0,0,0,1,0
15484,echinodermata,holothuroidea,dendrochirotida,sclerodactylidae,Havelockia scabra,,422530,0,0,1,1,0
15485,echinodermata,holothuroidea,dendrochirotida,sclerodactylidae,Pachythyone lugubris,,529581,0,0,1,1,0
15486,echinodermata,holothuroidea,dendrochirotida,sclerodactylidae,Pachythyone rubra,,529582,0,0,1,1,0
15487,echinodermata,holothuroidea,dendrochirotida,sclerodactylidae,Pseudothyone belli,,422535,0,0,1,1,0
15488,echinodermata,holothuroidea,dendrochirotida,sclerodactylidae,Pseudothyone levini,,528980,0,0,1,1,0
15489,echinodermata,holothuroidea,dendrochirotida,sclerodactylidae,Sclerodactyla briareus,,158532,0,0,1,1,0
15567,echinodermata,holothuroidea,synallactida,stichopodidae,Apostichopus californicus,,711954,0,0,1,0,1
15568,echinodermata,holothuroidea,synallactida,stichopodidae,Apostichopus johnsoni,,530470,0,0,1,0,0
16000,echinodermata,holothuroidea,aspidochirotida,stichopodidae,Apostichopus leukothele,,529431,0,0,0,1,1
15392,echinodermata,holothuroidea,aspidochirotida,stichopodidae,Apostichopus parvimensis,,529435,0,0,1,0,0
15393,echinodermata,holothuroidea,aspidochirotida,stichopodidae,Astichopus multifidus,,241780,0,0,1,1,1
15394,echinodermata,holothuroidea,aspidochirotida,stichopodidae,Isostichopus badionotus,,367868,0,0,1,1,1
15395,echinodermata,holothuroidea,aspidochirotida,stichopodidae,Isostichopus fuscus,EP,529516,0,0,1,0,1
15396,echinodermata,holothuroidea,aspidochirotida,stichopodidae,Isostichopus macroparentheses,,529517,0,0,1,1,0
16001,echinodermata,holothuroidea,aspidochirotida,stichopodidae,Parastichopus regalis,,149898,0,0,0,1,0
15397,echinodermata,holothuroidea,aspidochirotida,synallactidae,Amphigymnas bahamensis,,422537,0,0,1,1,0
15398,echinodermata,holothuroidea,aspidochirotida,synallactidae,Bathyplotes natans,,124549,0,0,1,1,0
15399,echinodermata,holothuroidea,aspidochirotida,synallactidae,Capheira mollis,,529050,0,0,1,1,0
15400,echinodermata,holothuroidea,aspidochirotida,synallactidae,Capheira sulcata,,529004,0,0,1,1,0
15401,echinodermata,holothuroidea,aspidochirotida,synallactidae,Molpadiodemas atlanticus,,241347,0,0,1,1,0
15403,echinodermata,holothuroidea,aspidochirotida,synallactidae,Molpadiodemas involutus,,529557,0,0,1,1,1
15404,echinodermata,holothuroidea,aspidochirotida,synallactidae,Molpadiodemas villosus,,529559,0,0,1,1,1
15405,echinodermata,holothuroidea,aspidochirotida,synallactidae,Paelopatides confundens,,148759,0,0,1,1,0
15407,echinodermata,holothuroidea,aspidochirotida,synallactidae,Paroriza pallens,,124579,0,0,1,0,0
15408,echinodermata,holothuroidea,aspidochirotida,synallactidae,Paroriza prouhoi,,183336,0,0,1,0,0
15409,echinodermata,holothuroidea,aspidochirotida,synallactidae,Pseudostichopus elegans,,529638,0,0,1,1,0
15410,echinodermata,holothuroidea,aspidochirotida,synallactidae,Pseudostichopus mollis,,152565,0,0,1,1,1
15411,echinodermata,holothuroidea,aspidochirotida,synallactidae,Pseudostichopus peripatus,,529641,0,0,1,1,0
15412,echinodermata,holothuroidea,aspidochirotida,synallactidae,Pseudostichopus tuberosus,,389602,0,0,1,1,1
15413,echinodermata,holothuroidea,aspidochirotida,synallactidae,Synallactes gilberti,,529044,0,0,1,1,0
15356,echinodermata,holothuroidea,apodida,synaptidae,Epitomapta roseola,,124453,0,0,1,1,0
15357,echinodermata,holothuroidea,apodida,synaptidae,Euapta lappa,,124454,0,0,1,1,1
15359,echinodermata,holothuroidea,apodida,synaptidae,Labidoplax buskii,,183227,0,0,1,0,0
15360,echinodermata,holothuroidea,apodida,synaptidae,Leptosynapta albicans,,529522,0,0,1,1,0
15361,echinodermata,holothuroidea,apodida,synaptidae,Leptosynapta clarki,,528885,0,0,1,1,1
15362,echinodermata,holothuroidea,apodida,synaptidae,Leptosynapta crassipatina,,422539,0,0,1,1,0
15363,echinodermata,holothuroidea,apodida,synaptidae,Leptosynapta inhaerens,,124465,0,0,1,1,0
15364,echinodermata,holothuroidea,apodida,synaptidae,Leptosynapta multigranula,,422540,0,0,1,1,0
15365,echinodermata,holothuroidea,apodida,synaptidae,Leptosynapta tenuis,,158485,0,0,1,1,0
15366,echinodermata,holothuroidea,apodida,synaptidae,Leptosynapta transgressor,,528907,0,0,1,1,0
15994,echinodermata,holothuroidea,apodida,synaptidae,Protankyra benedeni,,422541,0,0,0,1,0
15370,echinodermata,holothuroidea,apodida,synaptidae,Protankyra brychia,,530505,0,0,1,0,0
15371,echinodermata,holothuroidea,apodida,synaptidae,Protankyra grayi,,529096,0,0,1,1,0
15995,echinodermata,holothuroidea,apodida,synaptidae,Rynkatorpa duodactyla,,529664,0,0,0,1,0
15373,echinodermata,holothuroidea,apodida,synaptidae,Rynkatorpa felderi,,242127,0,0,1,1,0
15374,echinodermata,holothuroidea,apodida,synaptidae,Rynkatorpa sluiteri,,529951,0,0,1,0,0
15375,echinodermata,holothuroidea,apodida,synaptidae,Synaptula hydriformis,,422542,0,0,1,1,0
15490,echinodermata,holothuroidea,dendrochirotida,ypsilothuriidae,Echinocucumis hispida,,124593,0,0,1,1,1
15491,echinodermata,holothuroidea,dendrochirotida,ypsilothuriidae,Ypsilocucumis asperrima,,529716,0,0,1,1,0
15492,echinodermata,holothuroidea,dendrochirotida,ypsilothuriidae,Ypsilothuria bitentaculata,,124595,0,0,1,1,0
15493,echinodermata,holothuroidea,dendrochirotida,ypsilothuriidae,Ypsilothuria talismani,,213629,0,0,1,0,0
15495,echinodermata,holothuroidea,dendrochirotida,ypsilothuriidae,Ypsilothuria talismani talismani,,125219,0,0,1,1,0
15605,echinodermata,ophiuroidea,ophiurida,amphilepididae,Amphilepis ingolfiana,,125056,0,0,1,1,0
15606,echinodermata,ophiuroidea,ophiurida,amphilepididae,Amphilepis norvegica,,125057,0,0,1,1,0
15607,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphichondrius granulatus,,246610,0,0,1,1,0
16023,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphilimna nike,,422470,0,0,0,1,0
15610,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphilimna olivacea,,244817,0,0,1,0,0
16024,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphiodia (Amphispina) digitata,,242689,0,0,0,1,0
15614,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphiodia (Amphispina) urtica,,245665,0,0,1,1,1
15615,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphiodia akosmos,,242647,0,0,1,0,0
15616,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphiodia crassa,,242651,0,0,1,0,0
15617,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphiodia occidentalis,,242666,0,0,1,1,1
15618,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphiodia periercta,,242670,0,0,1,1,0
15619,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphiodia planispina,,242671,0,0,1,1,0
16025,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphiodia psara,,242673,0,0,0,1,0
15620,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphiodia pulchella,,242674,0,0,1,1,0
16026,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphiodia riisei,,244939,0,0,0,1,0
15622,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphiodia trychna,,242681,0,0,1,1,0
16027,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphioplus (Amphioplus) abditus,,244985,0,0,0,1,0
15624,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphioplus (Amphioplus) macilentus,,245748,0,0,1,0,0
16028,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphioplus (Amphioplus) macraspis,,242819,0,0,0,1,1
16029,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphioplus (Amphioplus) sepultus,,242826,0,0,0,1,0
16030,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphioplus (Amphioplus) strongyloplax,,242830,0,0,0,1,0
16031,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphioplus (Unioplus) daleus,,596431,0,0,0,1,0
16032,echinodermata,ophiuroidea,ophiurida,amphiuridae,Amphioplus (Unioplus) incisus,,242852,0,0,0,1,0
